Title,Authors,Subjects,Bookshelves,Read online (web)
The Crown of Thorns: A Token for the Sorrowing,"Chapin, E. H. (Edwin Hubbell)",BV ; Consolation,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/1959.html.images
"Bolivia.—Een in wording zijnde Staat aan den Stillen Oceaan
De Aarde en haar Volken, 1907-1908","Barbier, Emile",F3301 ; Bolivia -- Description and travel,De Aarde en haar Volken; Browsing: History - American; Browsing: Travel & Geography,https://www.gutenberg.org/ebooks/20867.html.images
"Punchinello, Volume 2, No. 30, October 22, 1870",Various,AP ; American wit and humor -- Periodicals,Punchinello; Browsing: Humour; Browsing: Journalism/Media/Writing,https://www.gutenberg.org/ebooks/10092.html.images
"Ελληνική Εποποιία, Ο Εωσφόρος: [Ιωάννης Τσιμισκής]","Papantoniou, Ch.","DF ; John I Tzimisces, Emperor of the East, 925-976",Browsing: History - European; Browsing: History - General,https://www.gutenberg.org/ebooks/39600.html.images
The Five Jars,"James, M. R. (Montague Rhodes)","Fantasy fiction, English ; PR",Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/24089.html.images
"A Christmas Carol
The original manuscript","Dickens, Charles","Ghost stories ; London (England) -- Fiction ; Sick children -- Fiction ; Poor families -- Fiction ; Misers -- Fiction ; Scrooge, Ebenezer (Fictitious character) -- Fiction ; PR ; Christmas stories",Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/30368.html.images
Skamba kankliai ir trimitai,,"M ; Folk songs, Lithuanian",Browsing: Culture/Civilization/Society; Browsing: Music,
"Eleanor Ormerod, LL. D., Economic Entomologist : Autobiography and Correspondence","Ormerod, Eleanor A. (Eleanor Anne)","Entomologists -- Great Britain -- Biography ; Women -- Great Britain -- Biography ; QL ; Ormerod, Eleanor A. (Eleanor Anne), 1828-1901",Browsing: Biographies; Browsing: History - British; Browsing: Science - General,https://www.gutenberg.org/ebooks/61597.html.images
"Bilingualism: Address delivered before the Quebec Canadian Club
At Quebec, Tuesday, March 28th, 1916","Belcourt, N. A. (Napoléon-Antoine)","P ; Bilingualism ; Education, Bilingual -- Ontario ; Language policy -- Ontario ; Speeches, addresses, etc. ; LC",Browsing: Teaching & Education,https://www.gutenberg.org/ebooks/25040.html.images
Social Life in England Through the Centuries,"Hall, H. R. Wilton",England -- Social life and customs ; DA,Browsing: Culture/Civilization/Society; Browsing: History - British,https://www.gutenberg.org/ebooks/44894.html.images
The battles of the world,"Borthwick, J. Douglas (John Douglas)",Military history ; Battles ; D,Browsing: History - General; Browsing: History - Warfare,https://www.gutenberg.org/ebooks/60652.html.images
A Prairie Courtship,"Bindloss, Harold",Women immigrants -- Fiction ; Farm life -- Canada -- Fiction ; Canada -- Emigration and immigration -- Fiction ; PR,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Fiction,https://www.gutenberg.org/ebooks/38723.html.images
"Curious Facts in the History of Insects; Including Spiders and Scorpions.
A Complete Collection of the Legends, Superstitions, Beliefs, and Ominous Signs Connected with Insects; Together with Their Uses in Medicine, Art, and as Food; and a Summary of Their Remarkable Injuries and Appearances.","Cowan, Frank",QL ; Insects,Browsing: Nature/Gardening/Animals; Browsing: Science - General,https://www.gutenberg.org/ebooks/41625.html.images
Polnische Geschichte,"Brandenburger, Clemens",Poland -- History ; DK,Browsing: History - European; Browsing: History - General,https://www.gutenberg.org/ebooks/45937.html.images
The Battle of the Strong: A Romance of Two Kingdoms — Complete,"Parker, Gilbert","Anglo-French War, 1793-1802 -- Fiction ; Channel Islands -- Fiction ; PS","Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: History - Warfare; Browsing: Literature; Browsing: Fiction",https://www.gutenberg.org/ebooks/6236.html.images
"Fra Tommaso Campanella, Vol. 2
la sua congiura, i suoi processi e la sua pazzia","Amabile, Luigi","Campanella, Tommaso, 1568-1639 ; B ; Philosophy, Renaissance",IT Biografie; Browsing: Biographies; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/48332.html.images
Every Man for Himself,"Duncan, Norman","Newfoundland and Labrador -- Fiction ; Short stories ; Dialect literature, Canadian ; Sea stories ; Fishing villages -- Fiction ; PS",Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/36998.html.images
"The Memoirs of Jacques Casanova de Seingalt, 1725-1798. Volume 06: Paris","Casanova, Giacomo","Casanova, Giacomo, 1725-1798 ; Europe -- History -- 18th century -- Biography ; D",Browsing: Biographies; Browsing: History - European,https://www.gutenberg.org/ebooks/2956.html.images
Massimilla Doni,"Balzac, Honoré de",PQ ; French fiction -- Translations into English,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/1811.html.images
Rodent Control Aided by Emergency Conservation Work,"Young, Stanley Paul",SB ; Rodents -- Control ; Pests -- Control,Browsing: Environmental Issues; Browsing: Science - Earth/Agricultural/Farming,https://www.gutenberg.org/ebooks/59318.html.images
Heart of the Sunset,"Beach, Rex","Texas, South -- Fiction ; Mexico -- History -- Revolution, 1910-1920 -- Fiction ; PS ; Western stories",Western; Movie Books; Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Fiction,https://www.gutenberg.org/ebooks/5099.html.images
"Parasiten der Honigbiene
und die durch dieselben bedingten Krankheiten dieses Insects.","Assmuss, Eduard Philibert",Veterinary parasitology ; SF ; QR ; Bees -- Parasites of ; QL,Microbiology; Biology; Zoology; DE Sachbuch; Browsing: Science - Chemistry/Biochemistry/Physics; Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution,https://www.gutenberg.org/ebooks/19673.html.images
"Stories of the Bible, Volume 1: The People of the Chosen Land","Endicott, Myles","BS ; Bible stories, English -- Old Testament -- Juvenile literature ; Bible stories, English -- Juvenile literature",Browsing: Children & Young Adult Reading; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/63047.html.images
"Saxe Holm's Stories
First Series","Jackson, Helen Hunt",PS ; Short stories ; United States -- Social life and customs -- 19th century -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/10926.html.images
A Deal with the Devil,"Phillpotts, Eden",Devil -- Fiction ; Grandparent and child -- Fiction ; England -- Social life and customs -- 19th century -- Fiction ; Rejuvenation -- Fiction ; PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/47246.html.images
The Library and Society: Reprints of Papers and Addresses,,Library science -- Social aspects ; Z ; Libraries and society,Browsing: Culture/Civilization/Society; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Teaching & Education,https://www.gutenberg.org/ebooks/33494.html.images
Kuninkaan mies: Historiallinen romaani,"Scott, Walter","Great Britain -- History -- Commonwealth and Protectorate, 1649-1660 -- Fiction ; Historical fiction ; PR",Browsing: History - British; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/47203.html.images
Index of the Project Gutenberg Works of Coningsby Dawson,"Dawson, Coningsby",Indexes ; PS,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature,https://www.gutenberg.org/ebooks/57694.html.images
Arabella Stuart: A Romance from English History,"James, G. P. R. (George Payne Rainsford)","Stuart, Arabella, Lady, 1575-1615 -- Fiction ; PR",Browsing: History - British; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/49468.html.images
The House of the Lord: A Study of Holy Sanctuaries Ancient and Modern,"Talmage, James E. (James Edward)",Latter Day Saint temples ; Temples ; BX,Latter Day Saints; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/45149.html.images
"L'oppidum de Bibracte
Guide historique et archéologique au Mont Beuvray; d'après les documents archéologiques les plus récents",,Bibracte (Extinct city) -- Description and travel ; DC,FR Histoire; Browsing: Archaeology; Browsing: History - European; Browsing: Travel & Geography,https://www.gutenberg.org/ebooks/11744.html.images
"Cunnie Rabbit, Mr. Spider and the Other Beef: West African Folk Tales","Ward, Henry W. ; Cronise, Florence M.","Anansi (Legendary character) ; Folklore -- Africa, West ; Tales -- Africa, West ; GR",Browsing: Culture/Civilization/Society; Browsing: Travel & Geography,https://www.gutenberg.org/ebooks/48828.html.images
Julius Caesar,"Shakespeare, William","Brutus, Marcus Junius, 85 B.C.?-42 B.C. -- Drama ; Caesar, Julius -- Assassination -- Drama ; Assassins -- Drama ; Rome -- History -- Civil War, 43-31 B.C. -- Drama ; Tragedies ; Conspiracies -- Drama ; PR",DE Drama; Browsing: History - Warfare; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/9875.html.images
"The complete works of John Gower, volume 3","Gower, John",Poetry ; PR,Browsing: Literature; Browsing: Poetry,https://www.gutenberg.org/ebooks/71433.html.images
"California Romantic and Resourceful
A plea for the Collection, Preservation and Diffusion of Information Relating to Pacific Coast History","Davis, John Francis","California -- History ; Argüello y Morago, María de la Concepción Marcela, -1857 ; F850.5 ; California -- History -- Sources",Browsing: History - American; Browsing: History - General,https://www.gutenberg.org/ebooks/4639.html.images
The Flying Tuskers of K'niik-K'naak,"Sharkey, Jack",Short stories ; Science fiction ; Life on other planets -- Fiction ; PS ; Hunting stories,Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/61054.html.images
Inez: A Tale of the Alamo,"Evans, Augusta J. (Augusta Jane)","Sieges -- Fiction ; Alamo (San Antonio, Tex.) -- Siege, 1836 -- Fiction ; PS ; Historical fiction",Browsing: History - American; Browsing: Fiction,https://www.gutenberg.org/ebooks/15470.html.images
Studies in Literature,"Morley, John","Browning, Robert, 1812-1889. Ring and the book ; Hugo, Victor, 1802-1885. Quatrevingt-treize ; Napier, Macvey, 1776-1847 ; Literature -- History and criticism ; PN ; Wordsworth, William, 1770-1850 ; Maine, Henry Sumner, 1822-1888. Popular government",Browsing: History - General; Browsing: Literature,https://www.gutenberg.org/ebooks/12001.html.images
Report on the Indian schools of Manitoba and the North-West Territories,"Bryce, P. H. (Peter Henderson)","Off-reservation boarding schools -- Manitoba ; E011 ; Indians of North America -- Education -- Manitoba ; Indians of North America -- Manitoba -- Residential schools ; Indians of North America -- Health and hygiene -- Manitoba ; Indians of North America -- Education -- Northwest, Canadian ; F1001",Browsing: History - American; Browsing: History - Schools & Universities,https://www.gutenberg.org/ebooks/74454.html.images
"A Treatise on Adulterations of Food, and Culinary Poisons
Exhibiting the Fraudulent Sophistications of Bread, Beer, Wine, Spiritous Liquors, Tea, Coffee, Cream, Confectionery, Vinegar, Mustard, Pepper, Cheese, Olive Oil, Pickles, and Other Articles Employed in Domestic Economy","Accum, Friedrich Christian",Food adulteration and inspection ; TX,Technology; Cookbooks and Cooking; Medicine; Chemistry; Browsing: Cooking & Drinking; Browsing: Drugs/Alcohol/Pharmacology; Browsing: Health & Medicine,https://www.gutenberg.org/ebooks/19031.html.images
Presten som ikke kunde brukes,"Nordberg, Carl E. (Carl Edin)",PT ; Norwegian Americans -- Fiction,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/20550.html.images
"The Path of Duty, and Other Stories","Caswell, Harriet S. (Harriet Sophia) ; Caswell, Harriet S.",Short stories ; Pastoral fiction ; Family -- Fiction ; Country life -- Fiction ; PS ; Friendship -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/18181.html.images
Wanderings of a beauty,"James, Edwin, Mrs.",English fiction -- 19th century ; PR,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/70138.html.images
Martin Luther,"Koppenhaver, Carl E.","BR ; Luther, Martin, 1483-1546",Biographies; Browsing: Biographies; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/53499.html.images
"The Mahabharata of Krishna-Dwaipayana Vyasa Translated into English Prose 
Virata Parva",,"PK ; Epic literature, Sanskrit",Hinduism; Best Books Ever Listings; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/12058.html.images
The green bay tree,"Bromfield, Louis","Women -- Ohio -- Fiction ; Psychological fiction ; World War, 1914-1918 -- France -- Fiction ; PS ; Ohio -- Fiction ; Mansfield (Ohio) -- Fiction ; France -- Fiction",Browsing: Literature; Browsing: Psychiatry/Psychology; Browsing: Fiction,https://www.gutenberg.org/ebooks/73944.html.images
"Madame Roland, Makers of History","Abbott, John S. C. (John Stevens Cabot)","Roland, Madame, 1754-1793 ; France -- History -- Revolution, 1789-1799 ; Girondists -- Biography ; Revolutionaries -- France -- Biography ; DC",Browsing: Biographies; Browsing: History - European; Browsing: History - General,https://www.gutenberg.org/ebooks/28445.html.images
"Christ, Christianity and the Bible","Haldeman, Isaac Massey",Jesus Christ -- Divinity ; BR ; Christianity -- 20th century,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/30160.html.images
La Vettura Automobile: sue parti - suo funzionamento,"De Maria, Alamanno",Automobiles ; TL,IT Tecnologia; Browsing: Computers & Technology; Browsing: Engineering & Construction,https://www.gutenberg.org/ebooks/44067.html.images
"The Cruise of the ""Cachalot"" Round the World After Sperm Whales","Bullen, Frank Thomas",Sperm whale hunting -- Fiction ; Whaling -- Fiction ; Sea stories ; Whaling ships -- Fiction ; PR ; Whalers (Persons) -- Fiction,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction,https://www.gutenberg.org/ebooks/1356.html.images
Le marquis de Valcor,"Lesueur, Daniel",French fiction -- 20th century ; PQ,FR Littérature; Browsing: History - European; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/50997.html.images
Conjure wife,"Leiber, Fritz",Spouses -- Fiction ; College teachers -- Fiction ; Witches -- Fiction ; Horror tales ; Fantasy fiction ; PS,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/70288.html.images
"Memoirs and Historical Chronicles of the Courts of Europe
Memoirs of Marguerite de Valois, Queen of France, Wife of Henri IV; of Madame de Pompadour of the Court of Louis XV; and of Catherine de Medici, Queen of France, Wife of Henri II","Du Hausset, Mme. ; Brantôme, Pierre de Bourdeille ; Marguerite, Queen, consort of Henry IV, King of France","France -- Court and courtiers ; Catherine de Médicis, Queen, consort of Henry II, King of France, 1519-1589 ; Marguerite, Queen, consort of Henry IV, King of France, 1553-1615 ; Pompadour, Jeanne Antoinette Poisson, marquise de, 1721-1764 ; DC",Browsing: History - European; Browsing: History - Royalty,https://www.gutenberg.org/ebooks/12967.html.images
"Christina of Denmark, Duchess of Milan and Lorraine, 1522-1590","Cartwright, Julia","Europe -- History -- 1517-1648 ; D ; Christine, Duchess, consort of Francis I, Duke of Lorraine, 1521-1590",Browsing: History - European; Browsing: History - General,https://www.gutenberg.org/ebooks/48191.html.images
The Sixth Sense: Its Cultivation and Use,"Brent, Charles Henry",BD ; New Thought,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/59091.html.images
